timestamp,ax,ay,az,gx,gy,gz,label
18380,-0.2635,-0.0308,0.9784,-2.9044,-3.5386,1.9121,1
18400,-0.3077,0.0119,0.9860,-4.0093,-3.3794,2.1411,1
18420,-0.2197,0.0485,0.9785,-4.0094,-2.3335,2.0483,1
18440,-0.1659,0.0707,0.9873,-2.6835,-3.2208,2.1025,1
18460,-0.1815,0.1017,1.0246,-3.3567,-1.9410,2.0722,1
18480,-0.0856,0.0471,1.0394,-4.1831,-2.3823,2.4408,1
18500,-0.0292,0.0998,1.0150,-4.1168,-1.7920,1.5064,1
18520,0.0769,0.1123,1.0241,-3.9994,-1.7818,1.8220,1
18540,0.1258,0.0968,1.0292,-3.9446,-0.3294,1.9152,1
18560,0.2136,0.0417,1.0299,-4.5038,-0.4559,1.4634,1
18580,0.2239,0.0012,1.0180,-3.8274,-0.3807,1.4397,1
18600,0.3423,0.0524,1.0478,-3.4059,1.2714,1.0688,1
18620,0.2801,-0.0601,1.0335,-2.3562,0.9942,1.0535,1
18640,0.2721,-0.0077,1.0236,-3.9141,1.8861,0.8840,1
18660,0.2748,-0.0273,0.9942,-2.4734,2.0117,1.0899,1
18680,0.2437,-0.0521,0.9685,-2.1432,2.8534,0.6373,1
18700,0.1961,-0.0304,0.9950,-1.3347,2.4845,-0.3163,1
18720,0.1054,-0.0915,0.9794,-0.9356,2.7520,-0.2630,1
18740,0.0094,-0.0779,0.9961,-0.3411,3.1359,0.3762,1
18760,-0.0619,-0.0805,0.9593,0.8015,3.0565,-0.0009,1
18780,-0.1339,-0.0667,1.0048,0.2385,2.7433,-0.2014,1
18800,-0.1527,-0.0862,0.9370,2.2061,3.0567,-0.9726,1
18820,-0.2494,-0.0197,1.0093,2.4792,2.3698,-0.6011,1
18840,-0.2754,-0.0112,0.9839,1.9277,2.5626,-0.8121,1
18860,-0.2533,-0.0330,1.0059,2.3150,1.7051,-1.4105,1
18880,-0.3140,-0.0288,1.0262,3.7103,0.4645,-0.7295,1
18900,-0.2104,0.0289,1.0135,5.3352,0.1525,-1.2800,1
18920,-0.2479,0.0805,1.0334,3.6442,-0.2021,-1.5375,1
18940,-0.2356,0.0668,1.0215,3.2876,0.2637,-1.7251,1
18960,-0.1826,0.0748,1.0298,3.3107,-0.6696,-2.0218,1
18980,-0.0233,0.0997,1.0185,4.0174,-1.3586,-1.6460,1
19000,-0.0008,0.0848,1.0185,4.1377,-1.9178,-2.5674,1
19020,0.1038,0.0943,0.9973,5.6038,-2.1218,-2.3532,1
19040,0.1702,0.0884,1.0052,4.1032,-2.2891,-2.2101,1
19060,0.2220,0.0199,0.9832,5.2173,-3.0909,-2.3897,1
19080,0.2399,0.0191,0.9480,3.8050,-2.8538,-2.2888,1
19100,0.2810,0.0288,0.9900,3.5263,-3.2524,-2.4089,1
19120,0.3168,0.0395,0.9614,3.3397,-2.8286,-2.6607,1
19140,0.2953,-0.0520,0.9436,3.0885,-3.0483,-2.3272,1
19160,0.2709,-0.0618,0.9719,1.6714,-2.0556,-2.8060,1
19180,0.2253,-0.0824,0.9864,1.7171,-2.6381,-2.1410,1
19200,0.1772,-0.0604,0.9708,0.5477,-2.0054,-2.4767,1
19220,0.1292,-0.0856,0.9978,-0.1308,-0.7894,-2.4009,1
19240,0.0585,-0.1094,1.0091,-0.4991,-0.9707,-2.4157,1
19260,-0.0367,-0.0725,0.9953,-0.6933,-0.4670,-1.6235,1
19280,-0.1146,-0.0695,1.0200,0.3221,-0.9370,-2.1559,1
19300,-0.2251,-0.1330,1.0316,-1.3069,0.2478,-2.1350,1
19320,-0.1382,-0.0636,1.0375,-2.3056,1.0240,-2.0815,1
19340,-0.2838,0.0053,1.0470,-2.3292,0.3418,-2.0139,1
19360,-0.2136,-0.0224,1.0423,-2.0032,1.9223,-2.0428,1
19380,-0.3725,0.0221,1.0072,-3.1747,1.6501,-1.7443,1
19400,-0.2843,0.0343,0.9943,-2.9224,2.2644,-2.0322,1
19420,-0.2566,0.0490,1.0039,-3.1261,2.6688,-1.4221,1
19440,-0.2385,0.0853,0.9946,-4.4360,2.0747,-0.8013,1
19460,-0.1814,0.0647,0.9884,-5.0766,2.3258,-1.7133,1
19480,-0.0530,0.0741,1.0199,-5.0611,2.5567,-1.0811,1
19500,0.0073,0.0787,0.9807,-5.0872,2.2315,-1.2811,1
19520,0.0079,0.0747,0.9655,-4.8434,3.2064,-0.1992,1
19540,0.1345,0.0358,0.9632,-4.7185,2.0632,-0.5996,1
19560,0.1858,0.0563,0.9669,-4.0590,2.1602,-0.4840,1
19580,0.2914,0.0247,0.9593,-3.7149,1.2077,0.0662,1
19600,0.2132,0.0612,1.0026,-4.5409,0.4389,0.6524,1
19620,0.2773,-0.0144,0.9683,-3.4908,0.4967,0.5453,1
19640,0.2527,-0.0534,1.0185,-2.2644,-0.6316,0.8333,1
19660,0.2726,-0.0121,1.0189,-3.9246,-0.5191,1.0021,1
19680,0.2043,-0.0667,1.0235,-3.6557,-0.2107,0.5850,1
19700,0.1915,-0.0749,1.0483,-1.1469,-1.5510,0.7538,1
19720,0.1344,-0.1286,1.0394,-1.5026,-1.3195,1.2309,1
19740,0.0569,-0.0873,1.0005,-0.7990,-1.9602,1.3865,1
19760,-0.0022,-0.0796,1.0066,-0.1951,-2.5263,0.7886,1
19780,-0.0602,-0.0731,1.0315,-0.1051,-2.2429,2.2902,1
19800,-0.2160,-0.0543,1.0038,0.4639,-2.7251,1.9996,1
19820,-0.2492,-0.0294,0.9690,1.0192,-2.9383,1.8759,1
19840,-0.2929,-0.0189,0.9929,2.9261,-3.0155,2.1573,1
19860,-0.3081,0.0324,0.9652,4.1316,-2.8133,1.6608,1
19880,-0.2584,0.0087,0.9850,4.0147,-2.4585,1.9809,1
19900,-0.2560,0.0278,0.9803,2.3483,-2.1104,2.0399,1
19920,-0.2037,0.0632,0.9746,4.2352,-2.3905,2.7787,1
19940,-0.1456,0.0750,0.9989,3.8425,-1.8696,2.3511,1
19960,-0.1315,0.0694,0.9898,4.5425,-1.4832,2.5284,1
19980,-0.0487,0.0913,1.0077,3.7341,-0.3145,2.0421,1
20000,-0.0334,0.0749,0.9859,4.1712,-0.0964,2.6511,1
20020,0.0650,0.0491,1.0267,3.9623,0.4986,2.5271,1
20040,0.1505,0.1051,1.0254,3.8418,2.0143,2.4311,1
20060,0.2009,0.0887,1.0287,4.4235,2.6324,2.2563,1
20080,0.2438,0.0510,1.0450,3.0395,1.0567,2.1155,1
20100,0.2363,0.0176,1.0375,3.1061,1.6695,2.2523,1
20120,0.3253,-0.0350,1.0401,3.7707,3.0399,2.5241,1
20140,0.3607,-0.0254,1.0243,2.6185,2.8299,2.5333,1
20160,0.2311,-0.0590,1.0358,3.0232,2.7966,2.2328,1
20180,0.2414,-0.0214,1.0071,2.5314,4.1887,2.0477,1
20200,0.1778,-0.0555,0.9908,2.8234,3.0279,1.6676,1
20220,0.0854,-0.0573,0.9999,0.5448,3.0624,1.1682,1
20240,0.0431,-0.0784,1.0045,-0.1799,1.9973,1.2142,1
20260,-0.0777,-0.0572,0.9964,-0.0904,2.8123,1.3767,1
20280,-0.1133,-0.0917,0.9656,-1.7719,2.0020,1.1704,1
20300,-0.1540,-0.0706,0.9681,-1.9133,1.4777,1.2433,1
20320,-0.2655,-0.0553,0.9774,-2.3468,0.6983,0.9246,1
20340,-0.3055,-0.0299,0.9666,-1.7735,1.5027,0.4258,1
20360,-0.2787,-0.0343,1.0039,-3.6276,0.1409,0.2469,1
20380,-0.3056,-0.0191,1.0101,-3.7825,-0.3507,0.2275,1
20400,-0.2888,0.0314,0.9960,-3.5144,-0.4157,-0.0827,1
20420,-0.2181,0.0842,1.0041,-4.8164,-1.4396,-0.1944,1
20440,-0.1493,0.0664,1.0116,-4.8723,-1.5076,-0.3822,1
20460,-0.1432,0.1018,1.0210,-4.3862,-2.3663,-0.1853,1
20480,-0.0569,0.0819,1.0310,-4.6876,-3.3118,-0.4903,1
20500,0.0568,0.0688,1.0169,-5.0224,-2.5271,-0.6071,1
20520,0.0699,0.0651,1.0254,-5.4033,-2.9068,-0.6500,1
20540,0.1070,0.0421,1.0407,-4.7257,-2.4867,-1.1223,1
20560,0.2005,0.0761,0.9949,-4.1045,-3.1035,-1.6308,1
20580,0.2634,0.0419,0.9961,-4.6695,-2.0591,-1.1232,1
20600,0.3142,0.0205,0.9630,-2.4688,-2.5605,-1.7545,1
20620,0.3119,0.0337,0.9802,-2.5132,-1.7252,-1.9877,1
20640,0.2745,0.0061,0.9336,-2.9581,-2.4677,-1.9332,1
20660,0.2625,-0.0469,0.9624,-3.0695,-0.3474,-1.3453,1
20680,0.1963,-0.0194,0.9642,-1.8385,-0.9196,-2.2080,1
20700,0.2059,-0.0698,0.9657,-2.1733,-0.7781,-2.5956,1
20720,0.1108,-0.1124,0.9744,-0.0212,0.6904,-2.1939,1
20740,0.0350,-0.0442,0.9940,-0.4792,0.0311,-2.1348,1
20760,-0.0127,-0.1044,0.9999,0.0644,1.0913,-3.0552,1
20780,-0.1171,-0.0604,0.9958,0.8747,1.2990,-2.2435,1
20800,-0.1828,-0.0954,1.0344,1.9479,1.7814,-2.2317,1
20820,-0.2150,-0.0420,0.9967,2.5200,2.1483,-2.5043,1
20840,-0.1923,-0.0311,1.0217,1.0880,3.3069,-2.8028,1
20860,-0.3248,-0.0248,1.0511,3.3324,2.8045,-2.2954,1
20880,-0.3174,0.0090,1.0302,3.8616,3.4161,-2.2148,1
20900,-0.2962,0.0456,1.0240,2.9914,2.8126,-2.2992,1
20920,-0.2260,0.0438,1.0007,3.9774,2.9660,-2.2173,1
20940,-0.1778,0.0901,1.0014,3.8143,2.2776,-1.9989,1
20960,-0.1011,0.0713,0.9971,5.2387,2.7193,-2.0007,1
20980,-0.1103,0.1035,0.9772,3.7841,2.0049,-2.2181,1
21000,-0.0066,0.0554,0.9967,5.1766,0.8871,-1.6481,1
21020,0.0503,0.1077,0.9745,4.4818,1.2281,-1.4662,1
21040,0.1073,0.0935,0.9878,4.7884,1.8650,-1.8664,1
21060,0.2341,0.0631,0.9885,4.1794,0.1265,-1.1840,1
21080,0.2386,0.0143,0.9642,4.3148,0.4004,-1.4016,1
21100,0.3249,-0.0048,0.9702,3.4674,-0.7976,-1.2608,1
21120,0.3201,-0.0050,0.9863,3.2533,-1.6598,-1.1638,1
21140,0.2904,-0.0208,0.9937,2.9138,-1.8963,-0.5852,1
21160,0.2364,-0.0556,1.0447,1.7884,-2.7171,-0.5784,1
21180,0.1688,-0.0630,1.0446,0.9890,-3.3409,-1.0758,1
21200,0.2033,-0.0458,1.0128,1.8005,-2.0889,0.0865,1
21220,0.1030,-0.1389,1.0142,0.5871,-3.0127,-0.3272,1
21240,0.0712,-0.0587,1.0270,0.9416,-2.8275,-0.0711,1
21260,-0.0104,-0.0876,1.0605,-1.1456,-3.2202,0.0525,1
21280,-0.0973,-0.0532,1.0261,-1.6966,-2.5170,0.4973,1
21300,-0.2346,-0.0729,0.9967,-1.7894,-3.1207,0.6925,1
21320,-0.2276,-0.0882,1.0256,-2.7763,-2.3005,0.3818,1
21340,-0.2824,-0.0262,1.0108,-1.6090,-2.1450,0.8907,1
21360,-0.3078,-0.0125,0.9999,-2.9274,-2.5135,1.0664,1
21380,-0.2885,-0.0107,0.9650,-2.3948,-1.0220,1.0610,1
21400,-0.3194,0.0081,0.9964,-3.5580,-0.9938,1.4389,1
21420,-0.2777,0.0842,0.9923,-4.2233,-0.5089,0.6495,1
21440,-0.2498,0.0335,0.9720,-4.3797,-0.3043,1.4915,1
21460,-0.1294,0.0915,0.9427,-4.4356,0.1964,1.9782,1
21480,-0.0511,0.0656,0.9640,-4.7413,0.2976,1.9307,1
21500,-0.0082,0.1133,0.9659,-4.8715,1.0854,1.6404,1
21520,0.0391,0.1111,0.9806,-4.3900,1.9896,1.6615,1
21540,0.1395,0.0932,0.9826,-3.8732,2.1094,1.9866,1
21560,0.2213,0.0497,1.0109,-4.3728,2.8039,1.4943,1
21580,0.1984,0.0630,1.0344,-4.4897,2.8051,2.3615,1
21600,0.3061,-0.0209,1.0120,-3.8401,3.3105,3.0741,1
21620,0.2926,-0.0281,1.0352,-2.4878,3.0294,2.0910,1
21640,0.3234,-0.0009,1.0145,-2.6396,3.3243,2.7424,1
21660,0.2695,-0.0469,1.0459,-3.1373,2.8789,1.9882,1
21680,0.2631,-0.0636,1.0412,-1.6212,1.8543,2.8244,1
21700,0.2229,-0.0516,1.0030,-1.5742,2.1191,2.1700,1
21720,0.1612,-0.0802,0.9647,-0.6396,1.4825,2.3292,1
21740,0.0265,-0.0699,1.0123,-0.1127,1.0214,2.2965,1
21760,-0.0370,-0.1085,0.9949,0.5586,1.3660,2.6296,1
21780,-0.1310,-0.0640,0.9641,1.2608,-0.0817,1.8773,1
21800,-0.1679,-0.1370,0.9466,1.2841,-0.3389,1.9923,1
21820,-0.2785,-0.0770,0.9761,2.2651,-0.8984,2.3571,1
21840,-0.2595,-0.0563,0.9665,1.5695,-1.4274,2.2392,1
21860,-0.2741,0.0168,0.9697,3.6761,-1.9108,2.2317,1
21880,-0.3001,0.0226,1.0027,3.1643,-2.1143,2.0514,1
21900,-0.2893,-0.0039,1.0211,3.3587,-2.4615,1.8766,1
21920,-0.2716,0.0240,1.0023,2.8675,-2.9048,1.4597,1
21940,-0.2135,0.0286,1.0321,4.2461,-2.2878,1.1566,1
21960,-0.1709,0.0853,1.0138,3.6520,-2.3365,0.8894,1
21980,-0.1298,0.1190,1.0165,4.0998,-3.7658,1.4338,1
22000,-0.0387,0.0914,1.0422,4.7530,-2.8800,0.2311,1
22020,0.0503,0.0917,1.0182,4.5865,-2.3401,0.8563,1
22040,0.1077,0.1316,1.0398,4.3576,-1.8686,1.1000,1
22060,0.1622,0.0602,0.9879,4.2996,-1.8336,0.1991,1
22080,0.2337,-0.0010,1.0220,4.8166,-1.8415,0.1622,1
22100,0.2383,0.0388,1.0016,3.1831,-1.4465,-0.2688,1
22120,0.3109,-0.0258,0.9918,3.2555,-1.0937,0.2083,1
22140,0.2691,-0.0329,0.9736,3.9475,0.1734,-0.7898,1
22160,0.3046,-0.0335,0.9839,2.2045,0.1134,-0.5827,1
22180,0.2148,-0.0138,0.9549,2.8377,0.9127,-0.7657,1
22200,0.2013,-0.0879,0.9835,-0.2339,1.1213,-1.2991,1
22220,0.0728,-0.0888,0.9761,1.2648,1.9915,-1.3823,1
22240,0.0487,-0.0863,0.9872,0.7487,2.2765,-1.6057,1
22260,-0.0572,-0.1025,0.9742,-0.1217,2.8944,-1.4982,1
22280,-0.1100,-0.0802,0.9791,-1.3985,2.0130,-1.8293,1
22300,-0.1621,-0.0897,0.9927,-1.1107,3.1812,-2.0734,1
22320,-0.2012,-0.0303,0.9890,-2.4103,3.5358,-1.9124,1
22340,-0.3380,-0.0719,1.0114,-3.1090,2.7740,-1.9668,1
22360,-0.2508,-0.0238,1.0387,-2.0112,3.4744,-1.9880,1
22380,-0.3583,0.0167,1.0435,-3.3290,3.3956,-1.9006,1
22400,-0.2683,0.0539,1.0349,-5.1363,2.0869,-1.8723,1
22420,-0.2775,0.0429,1.0133,-2.8730,2.6978,-2.5568,1
22440,-0.2009,0.0493,1.0341,-3.8782,1.8761,-2.2393,1
22460,-0.0565,0.0542,0.9926,-4.5945,0.3283,-2.8205,1
22480,-0.1046,0.0650,0.9953,-4.1536,0.2973,-2.4470,1
22500,0.0268,0.0716,0.9960,-4.2805,-0.8737,-3.1155,1
22520,0.0850,0.0990,1.0213,-4.3697,-0.1562,-2.4518,1
22540,0.1534,0.1189,0.9499,-4.1105,-0.0729,-2.2882,1
22560,0.2549,0.0505,0.9746,-4.1639,-2.5088,-2.6893,1
22580,0.2204,0.0680,0.9841,-3.7490,-1.5703,-2.3409,1
22600,0.3214,0.0280,0.9709,-3.7999,-2.0035,-2.3578,1
22620,0.3287,-0.0215,0.9558,-2.8679,-2.6504,-2.2947,1
22640,0.3214,-0.0314,0.9744,-2.0289,-2.1364,-1.6017,1
22660,0.2630,-0.0088,0.9707,-2.9554,-4.0178,-1.4746,1
22680,0.2052,-0.0604,0.9804,-1.4989,-3.1688,-2.2598,1
22700,0.1896,-0.1072,0.9912,-2.6547,-3.5876,-1.6960,1
22720,0.0515,-0.1192,1.0131,-1.1694,-1.9066,-1.0706,1
22740,0.0116,-0.0759,1.0323,-0.6410,-3.2456,-1.4866,1
22760,-0.0428,-0.0997,1.0334,-0.1679,-2.7812,-1.3038,1
22780,-0.0989,-0.1119,1.0436,-0.2191,-2.1432,-1.2599,1
22800,-0.1954,-0.0864,1.0575,0.8800,-0.3467,-0.8907,1
22820,-0.2284,-0.0459,1.0641,1.3199,-1.4670,-1.0818,1
22840,-0.2705,-0.0797,1.0203,3.4273,-0.3825,-0.7719,1
22860,-0.3132,0.0047,0.9994,3.9762,0.9454,-0.4318,1
22880,-0.2998,0.0304,1.0187,2.7968,0.3622,-0.7274,1
22900,-0.2730,0.0438,0.9723,3.3675,0.4981,-0.4203,1
22920,-0.2368,0.0306,0.9791,2.9670,1.6597,0.0169,1
22940,-0.2272,0.0611,0.9791,3.6951,1.3337,0.7525,1
22960,-0.1635,0.0765,0.9869,6.4761,1.7988,0.5253,1
22980,-0.0958,0.0742,0.9592,3.7891,2.6283,0.1252,1
23000,0.0284,0.0913,0.9778,4.2203,2.6879,0.8279,1
23020,0.0397,0.0786,0.9631,3.9302,2.0220,1.3133,1
23040,0.1239,0.1068,0.9990,3.5870,2.5081,1.8443,1
23060,0.2579,0.0649,0.9957,3.8055,3.1264,1.0195,1
23080,0.1923,0.0165,1.0018,3.2647,2.7450,1.0638,1
23100,0.2618,0.0483,1.0148,3.6348,2.9285,1.6740,1
23120,0.3428,-0.0054,1.0130,2.4997,2.0195,1.9542,1
23140,0.3337,0.0062,0.9988,3.5183,0.9965,2.0597,1
23160,0.2604,-0.0215,1.0093,3.1139,0.7195,1.7050,1
23180,0.2012,-0.0995,1.0312,2.9997,2.0912,2.0392,1
23200,0.2098,-0.0672,1.0346,1.1853,0.4638,2.2644,1
23220,0.0931,-0.0855,1.0207,1.3391,-0.6304,2.1688,1
23240,0.0950,-0.0614,1.0340,0.2972,-0.5284,2.5536,1
23260,0.0092,-0.1361,0.9848,0.5031,-1.2987,2.1074,1
23280,-0.1481,-0.0970,0.9737,0.4114,-1.6493,2.3343,1
23300,-0.1587,-0.0497,0.9997,-0.7464,-2.3375,2.2917,1
23320,-0.2081,-0.0700,0.9778,-1.6767,-2.0514,1.8637,1
23340,-0.2500,-0.0439,0.9832,-1.9451,-1.9580,2.8053,1
23360,-0.2543,0.0178,0.9745,-2.8491,-2.4828,2.6075,1
23380,-0.3087,0.0154,0.9703,-3.7927,-2.4001,2.3795,1
23400,-0.2239,-0.0112,0.9663,-3.6210,-2.4823,2.4444,1
23420,-0.2440,0.0212,0.9638,-3.7499,-3.5287,2.1135,1
23440,-0.1903,0.0420,1.0137,-3.4496,-3.4529,1.9288,1
23460,-0.2131,0.0601,1.0107,-4.6070,-2.2844,1.6748,1
23480,-0.0507,0.0738,1.0091,-4.5202,-2.7331,1.6965,1
23500,0.0290,0.0996,1.0334,-4.3052,-1.6990,1.4238,1
23520,0.0665,0.0865,1.0538,-4.0523,-0.6201,2.0091,1
23540,0.1232,0.0817,1.0323,-4.9221,-0.9918,1.6460,1
23560,0.2535,0.0157,1.0481,-4.7461,-0.9185,1.9298,1
23580,0.2753,0.0783,1.0400,-2.7075,0.4774,1.3880,1
23600,0.2956,0.0577,1.0114,-4.0317,0.6070,0.6546,1
23620,0.3036,-0.0396,1.0166,-2.7612,1.0285,1.6328,1
23640,0.2509,0.0117,1.0169,-3.8980,2.9217,0.9479,1
23660,0.2451,-0.0721,0.9937,-2.4877,2.1541,0.7094,1
23680,0.2502,-0.0667,0.9585,-2.0056,1.3837,0.7322,1
23700,0.1470,-0.0689,0.9992,-1.9598,3.1920,0.3197,1
23720,0.1630,-0.0924,0.9609,-0.4309,2.7000,0.0184,1
23740,0.0233,-0.0904,0.9905,-1.4430,2.9988,0.2779,1
23760,-0.0318,-0.0579,0.9693,0.1718,3.2549,-0.0607,1
23780,-0.1221,-0.0713,0.9637,0.4765,2.6585,0.1351,1
23800,-0.2730,-0.0633,0.9800,0.3821,2.8539,-0.3070,1
23820,-0.2135,-0.1210,1.0081,1.4734,2.7580,-0.4037,1
23840,-0.2977,-0.0225,0.9912,1.1684,2.6334,-1.0313,1
23860,-0.3203,-0.0265,1.0108,2.8340,1.9484,-1.3688,1
23880,-0.3217,0.0029,1.0442,3.2121,1.7315,-1.1181,1
23900,-0.2998,0.0219,1.0206,4.0028,1.3646,-1.1781,1
23920,-0.2177,0.0251,1.0218,3.5088,0.3675,-1.5427,1
23940,-0.1835,0.0433,1.0306,4.5961,-1.2305,-0.9393,1
23960,-0.1530,0.0303,1.0311,4.3787,-0.8557,-1.4103,1
23980,-0.0522,0.0943,1.0312,4.4019,-0.5124,-2.2736,1
24000,0.0042,0.0916,1.0298,3.9937,-2.5480,-1.8946,1
24020,0.0830,0.1229,0.9899,5.1573,-1.0956,-2.1557,1
24040,0.1058,0.0691,0.9995,4.6969,-2.7579,-1.6650,1
24060,0.1719,0.0239,1.0063,2.8192,-2.8376,-1.2733,1
24080,0.2529,0.0213,0.9803,3.9129,-2.8426,-2.0744,1
24100,0.2541,0.0683,0.9783,4.0767,-3.2767,-1.9387,1
24120,0.2917,0.0123,0.9569,2.6822,-2.6711,-2.4960,1
24140,0.2691,-0.0323,0.9806,2.4910,-2.9285,-2.3834,1
24160,0.2139,-0.0736,0.9776,1.9690,-2.2060,-2.1092,1
24180,0.2527,-0.0137,0.9766,2.3053,-2.6677,-1.6613,1
24200,0.2358,-0.0725,0.9913,2.2062,-2.1199,-2.5781,1
24220,0.1367,-0.0818,0.9975,0.3427,-2.4121,-2.2808,1
24240,0.0647,-0.0947,1.0261,-0.1398,-1.6487,-2.3290,1
24260,-0.0401,-0.0708,1.0022,0.5383,0.2123,-2.2647,1
24280,-0.0729,-0.1090,1.0377,-0.2149,0.2378,-2.1889,1
24300,-0.2650,-0.0882,1.0178,-1.9775,0.4310,-2.2288,1
24320,-0.2559,-0.0828,1.0191,-1.2431,0.5937,-2.1645,1
24340,-0.2851,-0.0302,1.0362,-4.2380,1.8385,-1.4747,1
24360,-0.3262,-0.0402,1.0190,-3.3220,1.9246,-2.3742,1
24380,-0.3329,0.0426,1.0055,-2.5343,2.3724,-2.2075,1
24400,-0.2663,0.0250,1.0042,-3.4936,2.7466,-1.3175,1
24420,-0.2180,0.0580,0.9809,-4.2276,4.0996,-1.1688,1
24440,-0.1343,0.0991,0.9954,-4.0031,2.9153,-1.7560,1
24460,-0.1440,0.1079,0.9740,-4.1115,3.3811,-1.3490,1
24480,-0.0881,0.0627,0.9636,-5.2371,2.5662,-0.4856,1
24500,-0.0275,0.0930,0.9639,-3.7927,3.4432,-0.4824,1
24520,0.0838,0.0816,0.9521,-3.2984,2.3050,-0.3685,1
24540,0.1763,0.0655,0.9873,-3.9001,3.1364,-0.5311,1
24560,0.1668,0.0535,0.9795,-4.1491,1.8210,-0.7836,1
24580,0.2674,0.0956,0.9906,-3.5779,1.8331,0.0890,1
24600,0.3133,0.0373,0.9878,-4.1182,0.9923,0.2449,1
24620,0.2899,0.0132,1.0088,-2.7805,1.1764,0.3541,1
24640,0.2555,-0.0251,1.0124,-3.9699,0.7003,0.5515,1
24660,0.2829,-0.0055,1.0105,-2.0668,-0.5001,0.6288,1
24680,0.2080,-0.0174,1.0205,-1.4963,-1.8066,1.2094,1
24700,0.2079,-0.0705,1.0261,-1.1506,-0.4153,0.4929,1
24720,0.1339,-0.1056,1.0294,-0.9919,-2.0758,1.1794,1
24740,0.0036,-0.0646,0.9999,0.0413,-2.4097,0.9852,1
24760,-0.0315,-0.1267,1.0217,-0.5712,-2.3650,1.2056,1
24780,-0.1240,-0.0766,1.0015,0.8084,-3.4842,1.8101,1
24800,-0.1234,-0.0058,1.0051,1.8635,-3.7481,2.2003,1
24820,-0.2079,-0.0690,1.0126,1.7633,-3.2059,2.0109,1
24840,-0.3033,-0.0138,0.9691,1.7812,-3.3694,2.2043,1
24860,-0.3132,-0.0492,0.9683,2.8492,-3.3604,1.7279,1
24880,-0.2361,-0.0150,0.9674,3.0600,-2.8002,2.3450,1
24900,-0.2569,0.0205,0.9515,4.4052,-2.3544,2.7506,1
24920,-0.3207,0.0529,0.9998,3.7314,-2.0426,2.3803,1
24940,-0.2221,0.0581,0.9700,3.8075,-0.9579,2.4772,1
24960,-0.1370,0.0983,0.9778,3.8941,-1.3051,2.3733,1
24980,-0.1064,0.0752,0.9826,5.7392,-1.7733,2.3393,1
25000,0.0518,0.0929,1.0113,4.5599,-0.3003,1.7274,1
25020,0.0808,0.0686,0.9976,4.1651,1.3103,3.1146,1
25040,0.1510,0.0677,1.0006,4.6397,1.8362,2.2986,1
25060,0.1340,0.0817,1.0397,3.2325,1.5903,2.4742,1
25080,0.2511,0.0292,1.0442,3.7014,1.2728,1.6768,1
25100,0.3231,0.0426,1.0313,3.3764,2.0735,1.9087,1
25120,0.2865,-0.0452,1.0167,3.0938,2.8850,2.1466,1
25140,0.3185,0.0155,1.0385,3.1507,2.8343,1.7792,1
25160,0.2936,0.0020,1.0202,3.5616,2.2736,1.6302,1
25180,0.2568,-0.0510,1.0257,1.9067,2.6092,1.8042,1
25200,0.1304,-0.0999,1.0108,1.9142,3.1102,1.2332,1
25220,0.0997,-0.1131,1.0045,0.4930,2.3144,1.6297,1
25240,0.0184,-0.0537,0.9679,-0.5570,1.6038,1.4736,1
25260,-0.0545,-0.1236,0.9910,0.1178,2.2501,1.7458,1
25280,-0.0906,-0.1034,0.9547,-0.3524,2.0614,1.2335,1
25300,-0.2017,-0.0582,0.9592,-1.4518,2.0964,0.8236,1
25320,-0.2783,-0.0826,0.9888,-1.7632,0.9048,0.7027,1
25340,-0.2569,-0.0587,0.9846,-2.8500,0.0467,0.4928,1
25360,-0.3059,-0.0180,0.9918,-5.0814,-0.4388,0.3913,1
25380,-0.2543,-0.0203,1.0002,-2.3833,-1.1900,0.4489,1
25400,-0.3094,0.0157,0.9954,-4.0797,0.1205,0.4040,1
25420,-0.2202,0.0600,0.9923,-3.7064,-1.0927,-0.2862,1
25440,-0.1764,0.0825,1.0514,-4.4347,-2.4920,-0.3193,1
25460,-0.1015,0.0350,0.9973,-4.3050,-2.5580,-0.3880,1
25480,-0.0462,0.0739,1.0019,-3.2378,-3.0956,-0.8853,1
25500,0.0331,0.0808,1.0276,-4.2103,-2.3656,-0.8417,1
25520,0.1202,0.0359,1.0354,-4.9682,-2.3539,-0.8689,1
25540,0.1243,0.0948,1.0304,-3.9735,-3.4612,-1.2213,1
25560,0.2052,0.0646,1.0194,-5.3929,-2.7814,-1.3216,1
25580,0.2281,0.0304,0.9953,-6.1040,-3.0908,-1.6489,1
25600,0.3013,0.0085,0.9857,-2.7152,-2.0855,-1.2591,1
25620,0.2844,0.0187,0.9771,-3.3980,-2.0282,-1.8439,1
25640,0.3395,-0.0207,0.9835,-1.9950,-1.3595,-2.2129,1
25660,0.2848,-0.0179,0.9841,-3.0792,-1.6744,-1.6072,1
25680,0.2083,-0.0646,0.9938,-1.9447,-1.2182,-2.2734,1
25700,0.1863,-0.1048,0.9691,-1.1906,0.2086,-1.9029,1
25720,0.0890,-0.0554,0.9739,-1.5846,0.0733,-1.7528,1
25740,0.0426,-0.0890,1.0108,-1.1414,0.0943,-2.7377,1
25760,-0.0264,-0.0853,1.0186,0.4286,0.9923,-2.3083,1
25780,-0.1069,-0.1238,1.0459,1.1551,1.7337,-2.1671,1
25800,-0.1551,-0.0762,1.0050,1.7502,2.2272,-2.6240,1
